datetime,number
2023-07-01 17:11:00,1
2023-07-01 17:14:00,1
2023-07-01 17:17:00,6
2023-07-01 17:50:00,7
2023-07-01 17:53:00,1
2023-07-01 17:56:00,1
2023-07-01 17:59:00,8
2023-07-01 18:02:00,3
2023-07-01 18:05:00,1
2023-07-01 18:08:00,3
2023-07-01 18:11:00,5
2023-07-01 18:14:00,6
2023-07-01 18:17:00,6
2023-07-01 18:20:00,1
2023-07-01 18:23:00,4
2023-07-01 18:26:00,9
2023-07-01 18:29:00,3
2023-07-01 18:32:00,9
2023-07-01 18:35:00,4
2023-07-01 18:38:00,1
2023-07-01 18:41:00,6
2023-07-01 18:44:00,1
2023-07-01 18:47:00,3
2023-07-01 18:50:00,6
2023-07-01 18:53:00,0
2023-07-01 18:56:00,3
2023-07-01 18:59:00,7
2023-07-01 19:02:00,4
2023-07-01 19:05:00,7
2023-07-01 19:08:00,6
2023-07-01 19:11:00,6
2023-07-01 19:14:00,3
2023-07-01 19:17:00,1
2023-07-01 19:20:00,1
2023-07-01 19:23:00,1
2023-07-01 19:26:00,6
2023-07-01 19:29:00,8
2023-07-01 19:32:00,6
2023-07-01 19:35:00,6
2023-07-01 19:38:00,9
2023-07-01 19:41:00,6
2023-07-01 19:44:00,4
2023-07-01 19:47:00,8
2023-07-01 19:50:00,7
2023-07-01 19:53:00,6
2023-07-01 19:56:00,3
2023-07-01 19:59:00,3
2023-07-01 20:02:00,1
2023-07-01 20:05:00,7
2023-07-01 20:08:00,6
2023-07-01 20:11:00,9
2023-07-01 20:14:00,9
2023-07-01 20:17:00,7
2023-07-01 20:20:00,3
2023-07-01 20:23:00,2
2023-07-01 20:26:00,2
2023-07-01 20:29:00,1
2023-07-01 20:32:00,0
2023-07-01 20:35:00,8
2023-07-01 20:38:00,9
2023-07-01 20:41:00,9
2023-07-01 20:44:00,6
2023-07-01 20:47:00,4
2023-07-01 20:50:00,8
2023-07-01 20:53:00,3
2023-07-01 20:56:00,6
2023-07-01 20:59:00,7
2023-07-01 21:02:00,4
2023-07-01 21:05:00,6
2023-07-01 21:08:00,8
2023-07-01 21:11:00,7
2023-07-01 21:14:00,3
2023-07-01 21:17:00,5
2023-07-01 21:20:00,6
2023-07-01 21:23:00,2
2023-07-01 21:26:00,8
2023-07-01 21:29:00,5
2023-07-01 21:32:00,6
2023-07-01 21:35:00,3
2023-07-01 21:38:00,7
2023-07-01 21:41:00,1
2023-07-01 21:44:00,1
2023-07-01 21:47:00,2
2023-07-01 21:50:00,9
2023-07-01 21:53:00,4
2023-07-01 21:56:00,8
2023-07-01 21:59:00,7
2023-07-01 22:02:00,9
2023-07-01 22:05:00,4
2023-07-01 22:08:00,9
2023-07-01 22:11:00,8
2023-07-01 22:14:00,3
2023-07-01 22:17:00,5
2023-07-01 22:20:00,1
2023-07-01 22:23:00,7
2023-07-01 22:26:00,6
2023-07-01 22:29:00,8
2023-07-01 22:32:00,2
2023-07-01 22:35:00,4
2023-07-01 22:38:00,1
2023-07-01 22:41:00,6
2023-07-01 22:44:00,4
2023-07-01 22:47:00,4
2023-07-01 22:50:00,4
2023-07-01 22:53:00,9
2023-07-01 22:56:00,2
2023-07-01 22:59:00,3
2023-07-01 23:02:00,2
2023-07-01 23:05:00,1
2023-07-01 23:08:00,9
2023-07-01 23:11:00,1
2023-07-01 23:14:00,6
2023-07-01 23:17:00,9
2023-07-01 23:20:00,7
2023-07-01 23:23:00,6
2023-07-01 23:26:00,4
2023-07-01 23:29:00,6
2023-07-01 23:32:00,3
2023-07-01 23:35:00,2
2023-07-01 23:38:00,9
2023-07-01 23:41:00,3
2023-07-01 23:44:00,9
2023-07-01 23:47:00,3
2023-07-02 00:20:00,3
2023-07-02 00:23:00,9
2023-07-02 00:26:00,4
2023-07-02 00:29:00,3
2023-07-02 00:32:00,6
2023-07-02 00:35:00,2
2023-07-02 00:38:00,7
2023-07-02 00:41:00,9
2023-07-02 00:44:00,1
2023-07-02 00:47:00,1
2023-07-02 00:50:00,7
2023-07-02 00:53:00,4
2023-07-02 00:56:00,6
2023-07-02 00:59:00,7
2023-07-02 01:02:00,7
2023-07-02 01:05:00,9
2023-07-02 01:08:00,2
2023-07-02 01:11:00,6
2023-07-02 01:14:00,8
2023-07-02 01:17:00,2
2023-07-02 01:20:00,8
2023-07-02 01:23:00,7
2023-07-02 01:26:00,3
2023-07-02 01:29:00,2
2023-07-02 01:32:00,4
2023-07-02 01:35:00,0
2023-07-02 01:38:00,6
2023-07-02 01:41:00,5
2023-07-02 01:44:00,8
2023-07-02 01:47:00,2
2023-07-02 01:50:00,1
2023-07-02 01:53:00,4
2023-07-02 01:56:00,3
2023-07-02 01:59:00,4
2023-07-02 02:02:00,3
2023-07-02 02:05:00,4
2023-07-02 02:08:00,1
2023-07-02 02:11:00,6
2023-07-02 02:14:00,0
2023-07-02 02:17:00,2
2023-07-02 02:20:00,6
2023-07-02 02:23:00,1
2023-07-02 02:26:00,4
2023-07-02 02:29:00,1
2023-07-02 02:32:00,6
2023-07-02 02:35:00,6
2023-07-02 02:38:00,4
2023-07-02 02:41:00,1
2023-07-02 02:44:00,4
2023-07-02 02:47:00,2
2023-07-02 02:50:00,6
2023-07-02 02:53:00,3
2023-07-02 02:56:00,2
2023-07-02 02:59:00,7
2023-07-02 03:02:00,9
2023-07-02 03:05:00,8
2023-07-02 03:08:00,6
2023-07-02 03:11:00,6
2023-07-02 03:14:00,9
2023-07-02 03:17:00,4
2023-07-02 03:50:00,1
2023-07-02 03:53:00,7
2023-07-02 03:56:00,5
2023-07-02 03:59:00,2
2023-07-02 04:02:00,3
2023-07-02 04:05:00,5
2023-07-02 04:08:00,4
2023-07-02 04:11:00,3
2023-07-02 04:14:00,5
2023-07-02 04:17:00,6
2023-07-02 04:20:00,7
2023-07-02 04:23:00,6
2023-07-02 04:26:00,5
2023-07-02 04:29:00,7
2023-07-02 04:32:00,2
2023-07-02 04:35:00,6
2023-07-02 04:38:00,3
2023-07-02 04:41:00,2
2023-07-02 04:44:00,8
2023-07-02 04:47:00,3
2023-07-02 04:50:00,3
2023-07-02 04:53:00,2
2023-07-02 04:56:00,3
2023-07-02 04:59:00,3
2023-07-02 05:02:00,4
2023-07-02 05:05:00,2
2023-07-02 05:08:00,6
2023-07-02 05:11:00,2
2023-07-02 05:14:00,9
2023-07-02 05:17:00,5
2023-07-02 06:20:00,3
2023-07-02 06:23:00,8
2023-07-02 06:26:00,9
2023-07-02 06:29:00,1
2023-07-02 06:32:00,9
2023-07-02 06:35:00,7
2023-07-02 06:38:00,4
2023-07-02 06:41:00,1
2023-07-02 06:44:00,1
2023-07-02 06:47:00,8
2023-07-02 07:20:00,1
2023-07-02 07:23:00,6
2023-07-02 07:26:00,4
2023-07-02 07:29:00,4
2023-07-02 07:32:00,1
2023-07-02 07:35:00,6
2023-07-02 07:38:00,8
2023-07-02 07:41:00,2
2023-07-02 07:44:00,4
2023-07-02 07:47:00,8
2023-07-02 07:50:00,4
2023-07-02 07:53:00,8
2023-07-02 07:56:00,4
2023-07-02 07:59:00,6
2023-07-02 08:02:00,5
2023-07-02 08:05:00,6
2023-07-02 08:08:00,5
2023-07-02 08:11:00,2
2023-07-02 08:14:00,6
2023-07-02 08:17:00,1
2023-07-02 08:50:00,5
2023-07-02 08:53:00,2
2023-07-02 08:56:00,6
2023-07-02 08:59:00,7
2023-07-02 09:02:00,6
2023-07-02 09:05:00,8
2023-07-02 09:08:00,7
2023-07-02 09:11:00,0
2023-07-02 09:14:00,8
2023-07-02 09:17:00,9
2023-07-02 09:20:00,4
2023-07-02 09:23:00,8
2023-07-02 09:26:00,6
2023-07-02 09:29:00,4
2023-07-02 09:32:00,7
2023-07-02 09:35:00,3
2023-07-02 09:38:00,2
2023-07-02 09:41:00,6
2023-07-02 09:44:00,8
2023-07-02 09:47:00,8
2023-07-02 10:20:00,6
2023-07-02 10:23:00,6
2023-07-02 10:26:00,3
2023-07-02 10:29:00,7
2023-07-02 10:32:00,1
2023-07-02 10:35:00,5
2023-07-02 10:38:00,9
2023-07-02 10:41:00,2
2023-07-02 10:44:00,2
2023-07-02 10:47:00,1
2023-07-02 10:50:00,8
2023-07-02 10:53:00,9
2023-07-02 10:56:00,9
2023-07-02 10:59:00,8
2023-07-02 11:02:00,9
2023-07-02 11:05:00,6
2023-07-02 11:08:00,4
2023-07-02 11:11:00,6
2023-07-02 11:14:00,9
2023-07-02 11:17:00,8
2023-07-02 11:50:00,8
2023-07-02 11:53:00,2
2023-07-02 11:56:00,7
2023-07-02 11:59:00,8
2023-07-02 12:02:00,3
2023-07-02 12:05:00,6
2023-07-02 12:08:00,6
2023-07-02 12:11:00,9
2023-07-02 12:14:00,8
2023-07-02 12:17:00,9
2023-07-02 12:20:00,7
2023-07-02 12:23:00,1
2023-07-02 12:26:00,6
2023-07-02 12:29:00,2
2023-07-02 12:32:00,1
2023-07-02 12:35:00,2
2023-07-02 12:38:00,9
2023-07-02 12:41:00,1
2023-07-02 12:44:00,4
2023-07-02 12:47:00,7
2023-07-02 12:50:00,9
2023-07-02 12:53:00,2
2023-07-02 12:56:00,6
2023-07-02 12:59:00,8
2023-07-02 13:02:00,8
2023-07-02 13:05:00,7
2023-07-02 13:08:00,5
2023-07-02 13:11:00,7
2023-07-02 13:14:00,3
2023-07-02 13:17:00,4
2023-07-02 13:20:00,4
2023-07-02 13:23:00,8
2023-07-02 13:26:00,2
2023-07-02 13:29:00,8
2023-07-02 13:32:00,4
2023-07-02 13:35:00,4
2023-07-02 13:38:00,2
2023-07-02 13:41:00,1
2023-07-02 13:44:00,7
2023-07-02 13:47:00,4
2023-07-02 13:50:00,6
2023-07-02 13:53:00,7
2023-07-02 13:56:00,6
2023-07-02 13:59:00,8
2023-07-02 14:02:00,7
2023-07-02 14:05:00,4
2023-07-02 14:08:00,1
2023-07-02 14:11:00,6
2023-07-02 14:14:00,9
2023-07-02 14:17:00,3
2023-07-02 14:20:00,4
2023-07-02 14:23:00,9
2023-07-02 14:26:00,7
2023-07-02 14:29:00,6
2023-07-02 14:32:00,8
2023-07-02 14:35:00,5
2023-07-02 14:38:00,7
2023-07-02 14:41:00,7
2023-07-02 14:44:00,9
2023-07-02 14:47:00,4
2023-07-02 15:20:00,7
2023-07-02 15:23:00,4
2023-07-02 15:26:00,6
2023-07-02 15:29:00,3
2023-07-02 15:32:00,7
2023-07-02 15:35:00,7
2023-07-02 15:38:00,0
2023-07-02 15:41:00,9
2023-07-02 15:44:00,5
2023-07-02 15:47:00,5
2023-07-02 15:50:00,9
2023-07-02 15:53:00,7
2023-07-02 15:56:00,2
2023-07-02 15:59:00,2
2023-07-02 16:02:00,0
2023-07-02 16:05:00,4
2023-07-02 16:08:00,4
2023-07-02 16:11:00,7
2023-07-02 16:14:00,6
2023-07-02 16:17:00,2
2023-07-02 16:20:00,6
2023-07-02 16:23:00,4
2023-07-02 16:26:00,1
2023-07-02 16:29:00,0
2023-07-02 16:32:00,2
2023-07-02 16:35:00,4
2023-07-02 16:38:00,4
2023-07-02 16:41:00,6
2023-07-02 16:44:00,6
2023-07-02 16:47:00,4
2023-07-02 16:50:00,2
2023-07-02 16:53:00,9
2023-07-02 16:56:00,3
2023-07-02 16:59:00,9
2023-07-02 17:02:00,9
2023-07-02 17:05:00,6
2023-07-02 17:08:00,2
2023-07-02 17:11:00,8
2023-07-02 17:14:00,9
2023-07-02 17:17:00,4
2023-07-02 17:50:00,1
2023-07-02 17:53:00,3
2023-07-02 17:56:00,3
2023-07-02 17:59:00,4
2023-07-02 18:02:00,5
2023-07-02 18:05:00,9
2023-07-02 18:08:00,4
2023-07-02 18:11:00,2
2023-07-02 18:14:00,9
2023-07-02 18:17:00,6
2023-07-02 18:20:00,1
2023-07-02 18:23:00,8
2023-07-02 18:26:00,9
2023-07-02 18:29:00,9
2023-07-02 18:32:00,7
2023-07-02 18:35:00,3
2023-07-02 18:38:00,6
2023-07-02 18:41:00,6
2023-07-02 18:44:00,4
2023-07-02 18:47:00,7
2023-07-02 18:50:00,4
2023-07-02 18:53:00,9
2023-07-02 18:56:00,7
2023-07-02 18:59:00,6
2023-07-02 19:02:00,5
2023-07-02 19:05:00,8
2023-07-02 19:08:00,9
2023-07-02 19:11:00,6
2023-07-02 19:14:00,3
2023-07-02 19:17:00,7
2023-07-02 19:20:00,9
2023-07-02 19:23:00,8
2023-07-02 19:26:00,0
2023-07-02 19:29:00,2
2023-07-02 19:32:00,7
2023-07-02 19:35:00,3
2023-07-02 19:38:00,8
2023-07-02 19:41:00,6
2023-07-02 19:44:00,5
2023-07-02 19:47:00,9
2023-07-02 19:50:00,8
2023-07-02 19:53:00,4
2023-07-02 19:56:00,7
2023-07-02 19:59:00,2
2023-07-02 20:02:00,4
2023-07-02 20:05:00,1
2023-07-02 20:08:00,2
2023-07-02 20:11:00,4
2023-07-02 20:14:00,2
2023-07-02 20:17:00,2
2023-07-02 20:20:00,7
2023-07-02 20:23:00,0
2023-07-02 20:26:00,8
2023-07-02 20:29:00,1
2023-07-02 20:32:00,9
2023-07-02 20:35:00,3
2023-07-02 20:38:00,1
2023-07-02 20:41:00,3
2023-07-02 20:44:00,6
2023-07-02 20:47:00,2
2023-07-02 20:50:00,2
2023-07-02 20:53:00,6
2023-07-02 20:56:00,1
2023-07-02 20:59:00,6
2023-07-02 21:02:00,6
2023-07-02 21:05:00,0
2023-07-02 21:08:00,2
2023-07-02 21:11:00,0
2023-07-02 21:14:00,8
2023-07-02 21:17:00,4
2023-07-02 21:20:00,2
2023-07-02 21:23:00,8
2023-07-02 21:26:00,3
2023-07-02 21:29:00,2
2023-07-02 21:32:00,9
2023-07-02 21:35:00,0
2023-07-02 21:38:00,4
2023-07-02 21:41:00,6
2023-07-02 21:44:00,0
2023-07-02 21:47:00,1
2023-07-02 21:50:00,5
2023-07-02 21:53:00,7
2023-07-02 21:56:00,1
2023-07-02 21:59:00,3
2023-07-02 22:02:00,8
2023-07-02 22:05:00,8
2023-07-02 22:08:00,7
2023-07-02 22:11:00,7
2023-07-02 22:14:00,6
2023-07-02 22:17:00,1
2023-07-02 22:20:00,3
2023-07-02 22:23:00,4
2023-07-02 22:26:00,9
2023-07-02 22:29:00,2
2023-07-02 22:32:00,1
2023-07-02 22:35:00,6
2023-07-02 22:38:00,4
2023-07-02 22:41:00,6
2023-07-02 22:44:00,2
2023-07-02 22:47:00,9
2023-07-02 22:50:00,6
2023-07-02 22:53:00,6
2023-07-02 22:56:00,9
2023-07-02 22:59:00,9
2023-07-02 23:02:00,9
2023-07-02 23:05:00,5
2023-07-02 23:08:00,4
2023-07-02 23:11:00,1
2023-07-02 23:14:00,3
2023-07-02 23:17:00,7
2023-07-02 23:20:00,4
2023-07-02 23:23:00,8
2023-07-02 23:26:00,6
2023-07-02 23:29:00,9
2023-07-02 23:32:00,1
2023-07-02 23:35:00,4
2023-07-02 23:38:00,4
2023-07-02 23:41:00,4
2023-07-02 23:44:00,8
2023-07-02 23:47:00,2
2023-07-02 23:50:00,7
2023-07-02 23:53:00,9
2023-07-02 23:56:00,2
2023-07-02 23:59:00,7
2023-07-03 00:02:00,9
2023-07-03 00:05:00,8
2023-07-03 00:08:00,6
2023-07-03 00:11:00,7
2023-07-03 00:14:00,2
2023-07-03 00:17:00,4
2023-07-03 00:50:00,6
2023-07-03 00:53:00,0
2023-07-03 00:56:00,6
2023-07-03 00:59:00,9
2023-07-03 01:02:00,1
2023-07-03 01:05:00,5
2023-07-03 01:08:00,0
2023-07-03 01:11:00,7
2023-07-03 01:14:00,5
2023-07-03 01:17:00,7
2023-07-03 01:20:00,6
2023-07-03 01:23:00,8
2023-07-03 01:26:00,4
2023-07-03 01:29:00,5
2023-07-03 01:32:00,9
2023-07-03 01:35:00,1
2023-07-03 01:38:00,6
2023-07-03 01:41:00,1
2023-07-03 01:44:00,7
2023-07-03 01:47:00,5
2023-07-03 03:20:00,3
2023-07-03 03:23:00,2
2023-07-03 03:26:00,8
2023-07-03 03:29:00,7
2023-07-03 03:32:00,5
2023-07-03 03:35:00,9
2023-07-03 03:38:00,5
2023-07-03 03:41:00,3
2023-07-03 03:44:00,7
2023-07-03 03:47:00,2
2023-07-03 04:20:00,8
2023-07-03 04:23:00,1
2023-07-03 04:26:00,1
2023-07-03 04:29:00,4
2023-07-03 04:32:00,7
2023-07-03 04:35:00,6
2023-07-03 04:38:00,6
2023-07-03 04:41:00,1
2023-07-03 04:44:00,9
2023-07-03 04:47:00,2
2023-07-03 05:20:00,4
2023-07-03 05:23:00,1
2023-07-03 05:26:00,6
2023-07-03 05:29:00,4
2023-07-03 05:32:00,4
2023-07-03 05:35:00,3
2023-07-03 05:38:00,7
2023-07-03 05:41:00,7
2023-07-03 05:44:00,0
2023-07-03 05:47:00,2
2023-07-03 06:20:00,2
2023-07-03 06:23:00,9
2023-07-03 06:26:00,9
2023-07-03 06:29:00,3
2023-07-03 06:32:00,2
2023-07-03 06:35:00,9
2023-07-03 06:38:00,9
2023-07-03 06:41:00,2
2023-07-03 06:44:00,9
2023-07-03 06:47:00,2
2023-07-03 07:50:00,8
2023-07-03 07:53:00,9
2023-07-03 07:56:00,8
2023-07-03 07:59:00,6
2023-07-03 08:02:00,4
2023-07-03 08:05:00,1
2023-07-03 08:08:00,8
2023-07-03 08:11:00,1
2023-07-03 08:14:00,2
2023-07-03 08:17:00,9
2023-07-03 08:20:00,3
2023-07-03 08:23:00,3
2023-07-03 08:26:00,2
2023-07-03 08:29:00,1
2023-07-03 08:32:00,1
2023-07-03 08:35:00,7
2023-07-03 08:38:00,3
2023-07-03 08:41:00,1
2023-07-03 08:44:00,6
2023-07-03 08:47:00,2
2023-07-03 09:20:00,3
2023-07-03 09:23:00,9
2023-07-03 09:26:00,9
2023-07-03 09:29:00,2
2023-07-03 09:32:00,6
2023-07-03 09:35:00,4
